DPNOM,COD_MUNICIPIO,MPNOM,AÑO,Total
Bolívar,13580,Regidor,2010,5951
Bolívar,13580,Regidor,2011,6036
Bolívar,13580,Regidor,2012,6135
Bolívar,13580,Regidor,2013,6214
Bolívar,13580,Regidor,2014,6326
Bolívar,13580,Regidor,2015,6367
Bolívar,13580,Regidor,2016,6511
Bolívar,13580,Regidor,2017,6655
Bolívar,13600,Río Viejo,2010,11219
Bolívar,13600,Río Viejo,2011,11116
Bolívar,13600,Río Viejo,2012,11026
Bolívar,13600,Río Viejo,2013,10961
Bolívar,13600,Río Viejo,2014,10831
Bolívar,13600,Río Viejo,2015,10747
Bolívar,13600,Río Viejo,2016,10647
Bolívar,13600,Río Viejo,2017,10644
Bolívar,13620,San Cristóbal,2010,7626
Bolívar,13620,San Cristóbal,2011,7681
Bolívar,13620,San Cristóbal,2012,7705
Bolívar,13620,San Cristóbal,2013,7741
Bolívar,13620,San Cristóbal,2014,7820
Bolívar,13620,San Cristóbal,2015,7851
Bolívar,13620,San Cristóbal,2016,7959
Bolívar,13620,San Cristóbal,2017,7972
Bolívar,13647,San Estanislao,2010,17020
Bolívar,13647,San Estanislao,2011,17118
Bolívar,13647,San Estanislao,2012,17259
Bolívar,13647,San Estanislao,2013,17386
Bolívar,13647,San Estanislao,2014,17533
Bolívar,13647,San Estanislao,2015,17674
Bolívar,13647,San Estanislao,2016,17777
Bolívar,13647,San Estanislao,2017,17974
Bolívar,13650,San Fernando,2010,11366
Bolívar,13650,San Fernando,2011,11493
Bolívar,13650,San Fernando,2012,11609
Bolívar,13650,San Fernando,2013,11670
Bolívar,13650,San Fernando,2014,11852
Bolívar,13650,San Fernando,2015,11951
Bolívar,13650,San Fernando,2016,12107
Bolívar,13650,San Fernando,2017,12250
Bolívar,13654,San Jacinto,2010,24423
Bolívar,13654,San Jacinto,2011,24358
Bolívar,13654,San Jacinto,2012,24257
Bolívar,13654,San Jacinto,2013,24132
Bolívar,13654,San Jacinto,2014,24028
Bolívar,13654,San Jacinto,2015,23947
Bolívar,13654,San Jacinto,2016,23888
Bolívar,13654,San Jacinto,2017,23852
Bolívar,13655,San Jacinto del Cauca,2010,8153
Bolívar,13655,San Jacinto del Cauca,2011,8369
Bolívar,13655,San Jacinto del Cauca,2012,8559
Bolívar,13655,San Jacinto del Cauca,2013,8762
Bolívar,13655,San Jacinto del Cauca,2014,8904
Bolívar,13655,San Jacinto del Cauca,2015,9166
Bolívar,13655,San Jacinto del Cauca,2016,9379
Bolívar,13655,San Jacinto del Cauca,2017,9652
Bolívar,13657,San Juan Nepomuceno,2010,35138
Bolívar,13657,San Juan Nepomuceno,2011,35311
Bolívar,13657,San Juan Nepomuceno,2012,35508
Bolívar,13657,San Juan Nepomuceno,2013,35671
Bolívar,13657,San Juan Nepomuceno,2014,35805
Bolívar,13657,San Juan Nepomuceno,2015,35911
Bolívar,13657,San Juan Nepomuceno,2016,36218
Bolívar,13657,San Juan Nepomuceno,2017,36324
Bolívar,13667,San Martín de Loba,2010,20068
Bolívar,13667,San Martín de Loba,2011,19426
Bolívar,13667,San Martín de Loba,2012,18779
Bolívar,13667,San Martín de Loba,2013,18117
Bolívar,13667,San Martín de Loba,2014,17445
Bolívar,13667,San Martín de Loba,2015,16751
Bolívar,13667,San Martín de Loba,2016,16076
Bolívar,13667,San Martín de Loba,2017,15393
Bolívar,13670,San Pablo,2010,24809
Bolívar,13670,San Pablo,2011,25116
Bolívar,13670,San Pablo,2012,25398
Bolívar,13670,San Pablo,2013,25649
Bolívar,13670,San Pablo,2014,25888
Bolívar,13670,San Pablo,2015,26146
Bolívar,13670,San Pablo,2016,26436
Bolívar,13670,San Pablo,2017,26697
Bolívar,13673,Santa Catalina,2010,13157
Bolívar,13673,Santa Catalina,2011,13348
Bolívar,13673,Santa Catalina,2012,13493
Bolívar,13673,Santa Catalina,2013,13628
Bolívar,13673,Santa Catalina,2014,13759
Bolívar,13673,Santa Catalina,2015,13830
Bolívar,13673,Santa Catalina,2016,14061
Bolívar,13673,Santa Catalina,2017,14267
Bolívar,13683,Santa Rosa,2010,18716
Bolívar,13683,Santa Rosa,2011,18989
Bolívar,13683,Santa Rosa,2012,19281
Bolívar,13683,Santa Rosa,2013,19493
Bolívar,13683,Santa Rosa,2014,19769
Bolívar,13683,Santa Rosa,2015,20057
Bolívar,13683,Santa Rosa,2016,20291
Bolívar,13683,Santa Rosa,2017,20575
Bolívar,13688,Santa Rosa del Sur,2010,27401
Bolívar,13688,Santa Rosa del Sur,2011,28045
Bolívar,13688,Santa Rosa del Sur,2012,28671
Bolívar,13688,Santa Rosa del Sur,2013,29268
Bolívar,13688,Santa Rosa del Sur,2014,29863
Bolívar,13688,Santa Rosa del Sur,2015,30498
Bolívar,13688,Santa Rosa del Sur,2016,31080
Bolívar,13688,Santa Rosa del Sur,2017,31756
Bolívar,13744,Simití,2010,15277
Bolívar,13744,Simití,2011,15616
Bolívar,13744,Simití,2012,15941
Bolívar,13744,Simití,2013,16232
Bolívar,13744,Simití,2014,16608
Bolívar,13744,Simití,2015,16895
Bolívar,13744,Simití,2016,17260
Bolívar,13744,Simití,2017,17656
Bolívar,13760,Soplaviento,2010,10110
Bolívar,13760,Soplaviento,2011,10137
Bolívar,13760,Soplaviento,2012,10242
Bolívar,13760,Soplaviento,2013,10289
Bolívar,13760,Soplaviento,2014,10315
Bolívar,13760,Soplaviento,2015,10422
Bolívar,13760,Soplaviento,2016,10422
Bolívar,13760,Soplaviento,2017,10452
Bolívar,13780,Talaigua Nuevo,2010,14387
Bolívar,13780,Talaigua Nuevo,2011,14233
Bolívar,13780,Talaigua Nuevo,2012,14068
Bolívar,13780,Talaigua Nuevo,2013,13865
Bolívar,13780,Talaigua Nuevo,2014,13706
Bolívar,13780,Talaigua Nuevo,2015,13532
Bolívar,13780,Talaigua Nuevo,2016,13327
Bolívar,13780,Talaigua Nuevo,2017,13195
Bolívar,13810,Tiquisio,2010,16528
Bolívar,13810,Tiquisio,2011,16700
Bolívar,13810,Tiquisio,2012,16848
Bolívar,13810,Tiquisio,2013,17049
Bolívar,13810,Tiquisio,2014,17201
Bolívar,13810,Tiquisio,2015,17361
Bolívar,13810,Tiquisio,2016,17515
Bolívar,13810,Tiquisio,2017,17748
Bolívar,13836,Turbaco,2010,91136
Bolívar,13836,Turbaco,2011,92862
Bolívar,13836,Turbaco,2012,94515
Bolívar,13836,Turbaco,2013,96145
Bolívar,13836,Turbaco,2014,97668
Bolívar,13836,Turbaco,2015,99237
Bolívar,13836,Turbaco,2016,100929
Bolívar,13836,Turbaco,2017,102688
Bolívar,13838,Turbaná,2010,15000
Bolívar,13838,Turbaná,2011,15148
Bolívar,13838,Turbaná,2012,15322
Bolívar,13838,Turbaná,2013,15489
Bolívar,13838,Turbaná,2014,15596
Bolívar,13838,Turbaná,2015,15728
Bolívar,13838,Turbaná,2016,15883
Bolívar,13838,Turbaná,2017,16116
Bolívar,13873,Villanueva,2010,21730
Bolívar,13873,Villanueva,2011,21926
Bolívar,13873,Villanueva,2012,22147
Bolívar,13873,Villanueva,2013,22388
Bolívar,13873,Villanueva,2014,22598
Bolívar,13873,Villanueva,2015,22837
Bolívar,13873,Villanueva,2016,23055
Bolívar,13873,Villanueva,2017,23376
Bolívar,13894,Zambrano,2010,11663
Bolívar,13894,Zambrano,2011,11659
Bolívar,13894,Zambrano,2012,11672
Bolívar,13894,Zambrano,2013,11695
Bolívar,13894,Zambrano,2014,11743
Bolívar,13894,Zambrano,2015,11771
Bolívar,13894,Zambrano,2016,11745
Bolívar,13894,Zambrano,2017,11759
Boyacá,15001,Tunja,2010,151971
Boyacá,15001,Tunja,2011,154630
Boyacá,15001,Tunja,2012,157191
Boyacá,15001,Tunja,2013,159682
Boyacá,15001,Tunja,2014,162176
Boyacá,15001,Tunja,2015,164693
Boyacá,15001,Tunja,2016,167207
Boyacá,15001,Tunja,2017,169883
Boyacá,15022,Almeida,2010,3518
Boyacá,15022,Almeida,2011,3317
Boyacá,15022,Almeida,2012,3143
Boyacá,15022,Almeida,2013,2927
Boyacá,15022,Almeida,2014,2710
Boyacá,15022,Almeida,2015,2564
Boyacá,15022,Almeida,2016,2333
Boyacá,15022,Almeida,2017,2115
Boyacá,15047,Aquitania,2010,15502
Boyacá,15047,Aquitania,2011,15426
Boyacá,15047,Aquitania,2012,15406
Boyacá,15047,Aquitania,2013,15389
Boyacá,15047,Aquitania,2014,15375
Boyacá,15047,Aquitania,2015,15341
Boyacá,15047,Aquitania,2016,15315
Boyacá,15047,Aquitania,2017,15335
Boyacá,15051,Arcabuco,2010,5305
Boyacá,15051,Arcabuco,2011,5346
Boyacá,15051,Arcabuco,2012,5407
Boyacá,15051,Arcabuco,2013,5485
Boyacá,15051,Arcabuco,2014,5542
Boyacá,15051,Arcabuco,2015,5621
Boyacá,15051,Arcabuco,2016,5715
Boyacá,15051,Arcabuco,2017,5784
Boyacá,15087,Belén,2010,7727
Boyacá,15087,Belén,2011,7647
Boyacá,15087,Belén,2012,7596
Boyacá,15087,Belén,2013,7566
Boyacá,15087,Belén,2014,7529
Boyacá,15087,Belén,2015,7526
Boyacá,15087,Belén,2016,7568
Boyacá,15087,Belén,2017,7483
Boyacá,15090,Berbeo,2010,1654
Boyacá,15090,Berbeo,2011,1639
Boyacá,15090,Berbeo,2012,1687
Boyacá,15090,Berbeo,2013,1716
Boyacá,15090,Berbeo,2014,1727
Boyacá,15090,Berbeo,2015,1685
Boyacá,15090,Berbeo,2016,1616
Boyacá,15090,Berbeo,2017,1593
Boyacá,15092,Betéitiva,2010,2222
Boyacá,15092,Betéitiva,2011,2226
Boyacá,15092,Betéitiva,2012,2203
Boyacá,15092,Betéitiva,2013,2140
Boyacá,15092,Betéitiva,2014,2099
Boyacá,15092,Betéitiva,2015,2040
Boyacá,15092,Betéitiva,2016,1967
Boyacá,15092,Betéitiva,2017,1955
Boyacá,15097,Boavita,2010,7113
Boyacá,15097,Boavita,2011,6844
Boyacá,15097,Boavita,2012,6569
Boyacá,15097,Boavita,2013,6303
Boyacá,15097,Boavita,2014,6034
Boyacá,15097,Boavita,2015,5801
Boyacá,15097,Boavita,2016,5587
Boyacá,15097,Boavita,2017,5306
Boyacá,15104,Boyacá,2010,5066
Boyacá,15104,Boyacá,2011,5020
Boyacá,15104,Boyacá,2012,5000
Boyacá,15104,Boyacá,2013,5002
Boyacá,15104,Boyacá,2014,4997
Boyacá,15104,Boyacá,2015,4962
Boyacá,15104,Boyacá,2016,5013
Boyacá,15104,Boyacá,2017,5066
Boyacá,15106,Briceño,2010,2475
Boyacá,15106,Briceño,2011,2446
Boyacá,15106,Briceño,2012,2423
Boyacá,15106,Briceño,2013,2381
Boyacá,15106,Briceño,2014,2359
Boyacá,15106,Briceño,2015,2321
Boyacá,15106,Briceño,2016,2224
Boyacá,15106,Briceño,2017,2200
Boyacá,15109,Buenavista,2010,4626
Boyacá,15109,Buenavista,2011,4602
Boyacá,15109,Buenavista,2012,4582
Boyacá,15109,Buenavista,2013,4532
Boyacá,15109,Buenavista,2014,4495
Boyacá,15109,Buenavista,2015,4447
Boyacá,15109,Buenavista,2016,4410
Boyacá,15109,Buenavista,2017,4411
Boyacá,15114,Busbanzá,2010,1041
Boyacá,15114,Busbanzá,2011,1051
Boyacá,15114,Busbanzá,2012,1073
Boyacá,15114,Busbanzá,2013,1082
Boyacá,15114,Busbanzá,2014,1096
Boyacá,15114,Busbanzá,2015,1096
Boyacá,15114,Busbanzá,2016,1105
Boyacá,15114,Busbanzá,2017,1111
Boyacá,15131,Caldas,2010,3394
Boyacá,15131,Caldas,2011,3349
Boyacá,15131,Caldas,2012,3305
Boyacá,15131,Caldas,2013,3266
Boyacá,15131,Caldas,2014,3247
Boyacá,15131,Caldas,2015,3270
Boyacá,15131,Caldas,2016,3245
Boyacá,15131,Caldas,2017,3145
Boyacá,15135,Campohermoso,2010,3571
Boyacá,15135,Campohermoso,2011,3500
Boyacá,15135,Campohermoso,2012,3431
Boyacá,15135,Campohermoso,2013,3352
Boyacá,15135,Campohermoso,2014,3322
Boyacá,15135,Campohermoso,2015,3286
Boyacá,15135,Campohermoso,2016,3252
Boyacá,15135,Campohermoso,2017,3137
Boyacá,15162,Cerinza,2010,3958
Boyacá,15162,Cerinza,2011,3912
Boyacá,15162,Cerinza,2012,3876
Boyacá,15162,Cerinza,2013,3847
Boyacá,15162,Cerinza,2014,3835
Boyacá,15162,Cerinza,2015,3848
Boyacá,15162,Cerinza,2016,3808
Boyacá,15162,Cerinza,2017,3691
Boyacá,15172,Chinavita,2010,3392
Boyacá,15172,Chinavita,2011,3340
Boyacá,15172,Chinavita,2012,3326
Boyacá,15172,Chinavita,2013,3313
Boyacá,15172,Chinavita,2014,3287
Boyacá,15172,Chinavita,2015,3276
Boyacá,15172,Chinavita,2016,3202
Boyacá,15172,Chinavita,2017,3202
Boyacá,15176,Chiquinquirá,2010,50585
Boyacá,15176,Chiquinquirá,2011,51297
Boyacá,15176,Chiquinquirá,2012,51941
Boyacá,15176,Chiquinquirá,2013,52614
Boyacá,15176,Chiquinquirá,2014,53322
Boyacá,15176,Chiquinquirá,2015,53918
Boyacá,15176,Chiquinquirá,2016,54562
Boyacá,15176,Chiquinquirá,2017,55366
Boyacá,15180,Chiscas,2010,4600
Boyacá,15180,Chiscas,2011,4468
Boyacá,15180,Chiscas,2012,4374
Boyacá,15180,Chiscas,2013,4322
Boyacá,15180,Chiscas,2014,4213
Boyacá,15180,Chiscas,2015,4180
Boyacá,15180,Chiscas,2016,4175
Boyacá,15180,Chiscas,2017,4041
Boyacá,15183,Chita,2010,9791
Boyacá,15183,Chita,2011,9580
Boyacá,15183,Chita,2012,9350
Boyacá,15183,Chita,2013,9091
Boyacá,15183,Chita,2014,8827
Boyacá,15183,Chita,2015,8576
Boyacá,15183,Chita,2016,8362
Boyacá,15183,Chita,2017,8237
Boyacá,15185,Chitaraque,2010,5873
Boyacá,15185,Chitaraque,2011,5846
Boyacá,15185,Chitaraque,2012,5823
Boyacá,15185,Chitaraque,2013,5792
Boyacá,15185,Chitaraque,2014,5775
Boyacá,15185,Chitaraque,2015,5734
Boyacá,15185,Chitaraque,2016,5736
Boyacá,15185,Chitaraque,2017,5822
Boyacá,15187,Chivatá,2010,2727
Boyacá,15187,Chivatá,2011,2779
Boyacá,15187,Chivatá,2012,2773
Boyacá,15187,Chivatá,2013,2794
Boyacá,15187,Chivatá,2014,2832
Boyacá,15187,Chivatá,2015,2790
Boyacá,15187,Chivatá,2016,2793
Boyacá,15187,Chivatá,2017,2819
Boyacá,15189,Ciénega,2010,4771
Boyacá,15189,Ciénega,2011,4721
Boyacá,15189,Ciénega,2012,4702
Boyacá,15189,Ciénega,2013,4671
Boyacá,15189,Ciénega,2014,4638
Boyacá,15189,Ciénega,2015,4659
Boyacá,15189,Ciénega,2016,4650
Boyacá,15189,Ciénega,2017,4629
Boyacá,15204,Cómbita,2010,11836
Boyacá,15204,Cómbita,2011,11953
Boyacá,15204,Cómbita,2012,12064
Boyacá,15204,Cómbita,2013,12171
Boyacá,15204,Cómbita,2014,12323
Boyacá,15204,Cómbita,2015,12464
Boyacá,15204,Cómbita,2016,12585
Boyacá,15204,Cómbita,2017,12800
Boyacá,15212,Coper,2010,3957
Boyacá,15212,Coper,2011,3896
Boyacá,15212,Coper,2012,3863
Boyacá,15212,Coper,2013,3793
Boyacá,15212,Coper,2014,3740
Boyacá,15212,Coper,2015,3740
Boyacá,15212,Coper,2016,3760
Boyacá,15212,Coper,2017,3627
Boyacá,15215,Corrales,2010,2412
Boyacá,15215,Corrales,2011,2428
Boyacá,15215,Corrales,2012,2411
Boyacá,15215,Corrales,2013,2416
Boyacá,15215,Corrales,2014,2428
Boyacá,15215,Corrales,2015,2443
Boyacá,15215,Corrales,2016,2448
Boyacá,15215,Corrales,2017,2469
Boyacá,15218,Covarachía,2010,3335
Boyacá,15218,Covarachía,2011,3232
Boyacá,15218,Covarachía,2012,3170
Boyacá,15218,Covarachía,2013,3128
Boyacá,15218,Covarachía,2014,3076
Boyacá,15218,Covarachía,2015,3021
Boyacá,15218,Covarachía,2016,2966
Boyacá,15218,Covarachía,2017,2858
Boyacá,15223,Cubará,2010,8630
Boyacá,15223,Cubará,2011,8809
Boyacá,15223,Cubará,2012,9011
Boyacá,15223,Cubará,2013,9227
Boyacá,15223,Cubará,2014,9420
Boyacá,15223,Cubará,2015,9613
Boyacá,15223,Cubará,2016,9827
Boyacá,15223,Cubará,2017,10103
Boyacá,15224,Cucaita,2010,3578
Boyacá,15224,Cucaita,2011,3580
Boyacá,15224,Cucaita,2012,3623
Boyacá,15224,Cucaita,2013,3698
Boyacá,15224,Cucaita,2014,3720
Boyacá,15224,Cucaita,2015,3723
Boyacá,15224,Cucaita,2016,3728
Boyacá,15224,Cucaita,2017,3725
Boyacá,15226,Cuítiva,2010,1871
Boyacá,15226,Cuítiva,2011,1858
Boyacá,15226,Cuítiva,2012,1878
Boyacá,15226,Cuítiva,2013,1850
Boyacá,15226,Cuítiva,2014,1830
Boyacá,15226,Cuítiva,2015,1813
Boyacá,15226,Cuítiva,2016,1803
Boyacá,15226,Cuítiva,2017,1801
Boyacá,15232,Chíquiza,2010,4679
Boyacá,15232,Chíquiza,2011,4656
Boyacá,15232,Chíquiza,2012,4623
Boyacá,15232,Chíquiza,2013,4658
Boyacá,15232,Chíquiza,2014,4659
Boyacá,15232,Chíquiza,2015,4619
Boyacá,15232,Chíquiza,2016,4638
Boyacá,15232,Chíquiza,2017,4699
Boyacá,15236,Chivor,2010,2801
Boyacá,15236,Chivor,2011,2781
Boyacá,15236,Chivor,2012,2735
Boyacá,15236,Chivor,2013,2706
Boyacá,15236,Chivor,2014,2664
Boyacá,15236,Chivor,2015,2628
Boyacá,15236,Chivor,2016,2527
Boyacá,15236,Chivor,2017,2457
Boyacá,15238,Duitama,2010,108694
Boyacá,15238,Duitama,2011,110498
Boyacá,15238,Duitama,2012,112192
Boyacá,15238,Duitama,2013,113827
Boyacá,15238,Duitama,2014,115501
Boyacá,15238,Duitama,2015,117159
Boyacá,15238,Duitama,2016,118852
Boyacá,15238,Duitama,2017,120573
Boyacá,15244,El Cocuy,2010,4890
Boyacá,15244,El Cocuy,2011,4812
Boyacá,15244,El Cocuy,2012,4711
Boyacá,15244,El Cocuy,2013,4634
Boyacá,15244,El Cocuy,2014,4525
Boyacá,15244,El Cocuy,2015,4412
Boyacá,15244,El Cocuy,2016,4374
Boyacá,15244,El Cocuy,2017,4265
Boyacá,15248,El Espino,2010,3307
Boyacá,15248,El Espino,2011,3317
Boyacá,15248,El Espino,2012,3227
Boyacá,15248,El Espino,2013,3165
Boyacá,15248,El Espino,2014,3113
Boyacá,15248,El Espino,2015,3099
Boyacá,15248,El Espino,2016,3079
Boyacá,15248,El Espino,2017,3079
Boyacá,15272,Firavitoba,2010,6303
Boyacá,15272,Firavitoba,2011,6324
Boyacá,15272,Firavitoba,2012,6346
Boyacá,15272,Firavitoba,2013,6325
Boyacá,15272,Firavitoba,2014,6336
Boyacá,15272,Firavitoba,2015,6399
Boyacá,15272,Firavitoba,2016,6523
Boyacá,15272,Firavitoba,2017,6616
Boyacá,15276,Floresta,2010,3518
Boyacá,15276,Floresta,2011,3480
Boyacá,15276,Floresta,2012,3438
Boyacá,15276,Floresta,2013,3433
Boyacá,15276,Floresta,2014,3420
Boyacá,15276,Floresta,2015,3415
Boyacá,15276,Floresta,2016,3350
Boyacá,15276,Floresta,2017,3255
Boyacá,15293,Gachantivá,2010,2912
Boyacá,15293,Gachantivá,2011,2896
Boyacá,15293,Gachantivá,2012,2878
Boyacá,15293,Gachantivá,2013,2923
Boyacá,15293,Gachantivá,2014,2880
Boyacá,15293,Gachantivá,2015,2848
Boyacá,15293,Gachantivá,2016,2794
Boyacá,15293,Gachantivá,2017,2774
Boyacá,15296,Gámeza,2010,5015
Boyacá,15296,Gámeza,2011,4948
Boyacá,15296,Gámeza,2012,4905
Boyacá,15296,Gámeza,2013,4891
Boyacá,15296,Gámeza,2014,4829
Boyacá,15296,Gámeza,2015,4855
Boyacá,15296,Gámeza,2016,4841
Boyacá,15296,Gámeza,2017,4834
Boyacá,15299,Garagoa,2010,16756
Boyacá,15299,Garagoa,2011,16906
Boyacá,15299,Garagoa,2012,17039
Boyacá,15299,Garagoa,2013,17189
Boyacá,15299,Garagoa,2014,17280
Boyacá,15299,Garagoa,2015,17401
Boyacá,15299,Garagoa,2016,17504
Boyacá,15299,Garagoa,2017,17707
Boyacá,15317,Guacamayas,2010,2102
Boyacá,15317,Guacamayas,2011,2069
Boyacá,15317,Guacamayas,2012,2077
Boyacá,15317,Guacamayas,2013,2024
Boyacá,15317,Guacamayas,2014,2013
Boyacá,15317,Guacamayas,2015,1937
Boyacá,15317,Guacamayas,2016,1899
Boyacá,15317,Guacamayas,2017,1857
Boyacá,15322,Guateque,2010,10395
Boyacá,15322,Guateque,2011,10448
Boyacá,15322,Guateque,2012,10470
Boyacá,15322,Guateque,2013,10486
Boyacá,15322,Guateque,2014,10536
Boyacá,15322,Guateque,2015,10537
Boyacá,15322,Guateque,2016,10599
Boyacá,15322,Guateque,2017,10574
Boyacá,15325,Guayatá,2010,4247
Boyacá,15325,Guayatá,2011,4107
Boyacá,15325,Guayatá,2012,4001
Boyacá,15325,Guayatá,2013,3886
Boyacá,15325,Guayatá,2014,3765
Boyacá,15325,Guayatá,2015,3692
Boyacá,15325,Guayatá,2016,3639
Boyacá,15325,Guayatá,2017,3505
Boyacá,15332,Güicán de La Sierra,2010,4679
Boyacá,15332,Güicán de La Sierra,2011,4605
Boyacá,15332,Güicán de La Sierra,2012,4570
Boyacá,15332,Güicán de La Sierra,2013,4500
Boyacá,15332,Güicán de La Sierra,2014,4425
Boyacá,15332,Güicán de La Sierra,2015,4326
Boyacá,15332,Güicán de La Sierra,2016,4313
Boyacá,15332,Güicán de La Sierra,2017,4297
Boyacá,15362,Iza,2010,1789
Boyacá,15362,Iza,2011,1892
Boyacá,15362,Iza,2012,1888
Boyacá,15362,Iza,2013,1906
Boyacá,15362,Iza,2014,1898
Boyacá,15362,Iza,2015,1910
Boyacá,15362,Iza,2016,1920
Boyacá,15362,Iza,2017,1933
Boyacá,15367,Jenesano,2010,6909
Boyacá,15367,Jenesano,2011,6943
Boyacá,15367,Jenesano,2012,6966
Boyacá,15367,Jenesano,2013,6968
Boyacá,15367,Jenesano,2014,6980
Boyacá,15367,Jenesano,2015,6979
Boyacá,15367,Jenesano,2016,7013
Boyacá,15367,Jenesano,2017,7185
Boyacá,15368,Jericó,2010,4219
Boyacá,15368,Jericó,2011,4170
Boyacá,15368,Jericó,2012,4115
Boyacá,15368,Jericó,2013,4051
Boyacá,15368,Jericó,2014,4052
Boyacá,15368,Jericó,2015,4055
Boyacá,15368,Jericó,2016,4058
Boyacá,15368,Jericó,2017,3945
Boyacá,15377,Labranzagrande,2010,3868
Boyacá,15377,Labranzagrande,2011,3818
Boyacá,15377,Labranzagrande,2012,3789
Boyacá,15377,Labranzagrande,2013,3762
Boyacá,15377,Labranzagrande,2014,3710
Boyacá,15377,Labranzagrande,2015,3705
Boyacá,15377,Labranzagrande,2016,3625
Boyacá,15377,Labranzagrande,2017,3542
Boyacá,15380,La Capilla,2010,2859
Boyacá,15380,La Capilla,2011,2851
Boyacá,15380,La Capilla,2012,2854
Boyacá,15380,La Capilla,2013,2830
Boyacá,15380,La Capilla,2014,2803
Boyacá,15380,La Capilla,2015,2741
Boyacá,15380,La Capilla,2016,2674
Boyacá,15380,La Capilla,2017,2666
Boyacá,15401,La Victoria,2010,1435
Boyacá,15401,La Victoria,2011,1378
Boyacá,15401,La Victoria,2012,1365
Boyacá,15401,La Victoria,2013,1327
Boyacá,15401,La Victoria,2014,1295
Boyacá,15401,La Victoria,2015,1260
Boyacá,15401,La Victoria,2016,1178
Boyacá,15401,La Victoria,2017,1102
Boyacá,15403,La Uvita,2010,4824
Boyacá,15403,La Uvita,2011,4587
Boyacá,15403,La Uvita,2012,4342
Boyacá,15403,La Uvita,2013,4144
Boyacá,15403,La Uvita,2014,3962
Boyacá,15403,La Uvita,2015,3711
Boyacá,15403,La Uvita,2016,3445
Boyacá,15403,La Uvita,2017,3214
Boyacá,15407,Villa de Leyva,2010,13414
Boyacá,15407,Villa de Leyva,2011,13695
Boyacá,15407,Villa de Leyva,2012,14072
Boyacá,15407,Villa de Leyva,2013,14433
Boyacá,15407,Villa de Leyva,2014,14750
Boyacá,15407,Villa de Leyva,2015,15050
Boyacá,15407,Villa de Leyva,2016,15386
Boyacá,15407,Villa de Leyva,2017,15769
Boyacá,15425,Macanal,2010,4842
Boyacá,15425,Macanal,2011,4843
Boyacá,15425,Macanal,2012,4846
Boyacá,15425,Macanal,2013,4847
Boyacá,15425,Macanal,2014,4864
Boyacá,15425,Macanal,2015,4831
Boyacá,15425,Macanal,2016,4888
Boyacá,15425,Macanal,2017,4958
Boyacá,15442,Maripí,2010,6247
Boyacá,15442,Maripí,2011,6202
Boyacá,15442,Maripí,2012,6132
Boyacá,15442,Maripí,2013,6039
Boyacá,15442,Maripí,2014,5956
Boyacá,15442,Maripí,2015,5850
Boyacá,15442,Maripí,2016,5805
Boyacá,15442,Maripí,2017,5813
Boyacá,15455,Miraflores,2010,8805
Boyacá,15455,Miraflores,2011,8794
Boyacá,15455,Miraflores,2012,8792
Boyacá,15455,Miraflores,2013,8775
Boyacá,15455,Miraflores,2014,8745
Boyacá,15455,Miraflores,2015,8759
Boyacá,15455,Miraflores,2016,8816
Boyacá,15455,Miraflores,2017,8791
Boyacá,15464,Mongua,2010,4850
Boyacá,15464,Mongua,2011,4828
Boyacá,15464,Mongua,2012,4777
Boyacá,15464,Mongua,2013,4767
Boyacá,15464,Mongua,2014,4764
Boyacá,15464,Mongua,2015,4752
Boyacá,15464,Mongua,2016,4678
Boyacá,15464,Mongua,2017,4611
Boyacá,15466,Monguí,2010,4575
Boyacá,15466,Monguí,2011,4538
Boyacá,15466,Monguí,2012,4478
Boyacá,15466,Monguí,2013,4436
Boyacá,15466,Monguí,2014,4386
Boyacá,15466,Monguí,2015,4338
Boyacá,15466,Monguí,2016,4302
Boyacá,15466,Monguí,2017,4223
Boyacá,15469,Moniquirá,2010,21754
Boyacá,15469,Moniquirá,2011,21811
Boyacá,15469,Moniquirá,2012,21887
Boyacá,15469,Moniquirá,2013,21983
Boyacá,15469,Moniquirá,2014,21982
Boyacá,15469,Moniquirá,2015,22108
Boyacá,15469,Moniquirá,2016,22302
Boyacá,15469,Moniquirá,2017,22265
Boyacá,15476,Motavita,2010,5229
Boyacá,15476,Motavita,2011,5263
Boyacá,15476,Motavita,2012,5300
Boyacá,15476,Motavita,2013,5340
Boyacá,15476,Motavita,2014,5368
Boyacá,15476,Motavita,2015,5424
Boyacá,15476,Motavita,2016,5474
Boyacá,15476,Motavita,2017,5560
Boyacá,15480,Muzo,2010,9464
Boyacá,15480,Muzo,2011,9386
Boyacá,15480,Muzo,2012,9238
Boyacá,15480,Muzo,2013,9087
Boyacá,15480,Muzo,2014,8981
Boyacá,15480,Muzo,2015,8869
Boyacá,15480,Muzo,2016,8766
Boyacá,15480,Muzo,2017,8700
Boyacá,15491,Nobsa,2010,14433
Boyacá,15491,Nobsa,2011,14576
Boyacá,15491,Nobsa,2012,14776
Boyacá,15491,Nobsa,2013,14926
Boyacá,15491,Nobsa,2014,15051
Boyacá,15491,Nobsa,2015,15334
Boyacá,15491,Nobsa,2016,15533
Boyacá,15491,Nobsa,2017,15768
Boyacá,15494,Nuevo Colón,2010,5095
Boyacá,15494,Nuevo Colón,2011,5084
Boyacá,15494,Nuevo Colón,2012,5065
Boyacá,15494,Nuevo Colón,2013,5046
