DPNOM,COD_MUNICIPIO,MPNOM,AÑO,Total
Antioquia,5001,Medellín,2010,2185539
Antioquia,5001,Medellín,2011,2213549
Antioquia,5001,Medellín,2012,2240690
Antioquia,5001,Medellín,2013,2266969
Antioquia,5001,Medellín,2014,2293601
Antioquia,5001,Medellín,2015,2320791
Antioquia,5001,Medellín,2016,2351077
Antioquia,5001,Medellín,2017,2385018
Antioquia,5002,Abejorral,2010,21822
Antioquia,5002,Abejorral,2011,21619
Antioquia,5002,Abejorral,2012,21371
Antioquia,5002,Abejorral,2013,21166
Antioquia,5002,Abejorral,2014,20942
Antioquia,5002,Abejorral,2015,20718
Antioquia,5002,Abejorral,2016,20534
Antioquia,5002,Abejorral,2017,20437
Antioquia,5004,Abriaquí,2010,2655
Antioquia,5004,Abriaquí,2011,2672
Antioquia,5004,Abriaquí,2012,2668
Antioquia,5004,Abriaquí,2013,2692
Antioquia,5004,Abriaquí,2014,2661
Antioquia,5004,Abriaquí,2015,2630
Antioquia,5004,Abriaquí,2016,2629
Antioquia,5004,Abriaquí,2017,2652
Antioquia,5021,Alejandría,2010,4679
Antioquia,5021,Alejandría,2011,4678
Antioquia,5021,Alejandría,2012,4649
Antioquia,5021,Alejandría,2013,4672
Antioquia,5021,Alejandría,2014,4674
Antioquia,5021,Alejandría,2015,4680
Antioquia,5021,Alejandría,2016,4620
Antioquia,5021,Alejandría,2017,4600
Antioquia,5030,Amagá,2010,28132
Antioquia,5030,Amagá,2011,28354
Antioquia,5030,Amagá,2012,28482
Antioquia,5030,Amagá,2013,28780
Antioquia,5030,Amagá,2014,28888
Antioquia,5030,Amagá,2015,29136
Antioquia,5030,Amagá,2016,29394
Antioquia,5030,Amagá,2017,29663
Antioquia,5031,Amalfi,2010,23986
Antioquia,5031,Amalfi,2011,24156
Antioquia,5031,Amalfi,2012,24332
Antioquia,5031,Amalfi,2013,24548
Antioquia,5031,Amalfi,2014,24753
Antioquia,5031,Amalfi,2015,24951
Antioquia,5031,Amalfi,2016,25194
Antioquia,5031,Amalfi,2017,25518
Antioquia,5034,Andes,2010,42152
Antioquia,5034,Andes,2011,42173
Antioquia,5034,Andes,2012,42257
Antioquia,5034,Andes,2013,42284
Antioquia,5034,Andes,2014,42393
Antioquia,5034,Andes,2015,42505
Antioquia,5034,Andes,2016,42683
Antioquia,5034,Andes,2017,42817
Antioquia,5036,Angelópolis,2010,5795
Antioquia,5036,Angelópolis,2011,5801
Antioquia,5036,Angelópolis,2012,5784
Antioquia,5036,Angelópolis,2013,5773
Antioquia,5036,Angelópolis,2014,5785
Antioquia,5036,Angelópolis,2015,5796
Antioquia,5036,Angelópolis,2016,5781
Antioquia,5036,Angelópolis,2017,5745
Antioquia,5038,Angostura,2010,11853
Antioquia,5038,Angostura,2011,11788
Antioquia,5038,Angostura,2012,11694
Antioquia,5038,Angostura,2013,11661
Antioquia,5038,Angostura,2014,11586
Antioquia,5038,Angostura,2015,11538
Antioquia,5038,Angostura,2016,11486
Antioquia,5038,Angostura,2017,11396
Antioquia,5040,Anorí,2010,16733
Antioquia,5040,Anorí,2011,16908
Antioquia,5040,Anorí,2012,17072
Antioquia,5040,Anorí,2013,17264
Antioquia,5040,Anorí,2014,17383
Antioquia,5040,Anorí,2015,17534
Antioquia,5040,Anorí,2016,17723
Antioquia,5040,Anorí,2017,17991
Antioquia,5042,Santafé de Antioquia,2010,24381
Antioquia,5042,Santafé de Antioquia,2011,24522
Antioquia,5042,Santafé de Antioquia,2012,24698
Antioquia,5042,Santafé de Antioquia,2013,24878
Antioquia,5042,Santafé de Antioquia,2014,25075
Antioquia,5042,Santafé de Antioquia,2015,25252
Antioquia,5042,Santafé de Antioquia,2016,25462
Antioquia,5042,Santafé de Antioquia,2017,25808
Antioquia,5044,Anzá,2010,6812
Antioquia,5044,Anzá,2011,6855
Antioquia,5044,Anzá,2012,6880
Antioquia,5044,Anzá,2013,6894
Antioquia,5044,Anzá,2014,6905
Antioquia,5044,Anzá,2015,6976
Antioquia,5044,Anzá,2016,6961
Antioquia,5044,Anzá,2017,6970
Antioquia,5045,Apartadó,2010,102469
Antioquia,5045,Apartadó,2011,104703
Antioquia,5045,Apartadó,2012,106833
Antioquia,5045,Apartadó,2013,108910
Antioquia,5045,Apartadó,2014,111088
Antioquia,5045,Apartadó,2015,113243
Antioquia,5045,Apartadó,2016,115555
Antioquia,5045,Apartadó,2017,118064
Antioquia,5051,Arboletes,2010,29052
Antioquia,5051,Arboletes,2011,29059
Antioquia,5051,Arboletes,2012,29049
Antioquia,5051,Arboletes,2013,28949
Antioquia,5051,Arboletes,2014,28913
Antioquia,5051,Arboletes,2015,28917
Antioquia,5051,Arboletes,2016,28981
Antioquia,5051,Arboletes,2017,29045
Antioquia,5055,Argelia,2010,8789
Antioquia,5055,Argelia,2011,8662
Antioquia,5055,Argelia,2012,8504
Antioquia,5055,Argelia,2013,8364
Antioquia,5055,Argelia,2014,8238
Antioquia,5055,Argelia,2015,8098
Antioquia,5055,Argelia,2016,7929
Antioquia,5055,Argelia,2017,7771
Antioquia,5059,Armenia,2010,5652
Antioquia,5059,Armenia,2011,5596
Antioquia,5059,Armenia,2012,5503
Antioquia,5059,Armenia,2013,5461
Antioquia,5059,Armenia,2014,5387
Antioquia,5059,Armenia,2015,5282
Antioquia,5059,Armenia,2016,5212
Antioquia,5059,Armenia,2017,5189
Antioquia,5079,Barbosa,2010,46509
Antioquia,5079,Barbosa,2011,47107
Antioquia,5079,Barbosa,2012,47763
Antioquia,5079,Barbosa,2013,48274
Antioquia,5079,Barbosa,2014,48869
Antioquia,5079,Barbosa,2015,49550
Antioquia,5079,Barbosa,2016,50281
Antioquia,5079,Barbosa,2017,51049
Antioquia,5086,Belmira,2010,5850
Antioquia,5086,Belmira,2011,5896
Antioquia,5086,Belmira,2012,5904
Antioquia,5086,Belmira,2013,5894
Antioquia,5086,Belmira,2014,5925
Antioquia,5086,Belmira,2015,5946
Antioquia,5086,Belmira,2016,5938
Antioquia,5086,Belmira,2017,5952
Antioquia,5088,Bello,2010,445349
Antioquia,5088,Bello,2011,454478
Antioquia,5088,Bello,2012,463443
Antioquia,5088,Bello,2013,472177
Antioquia,5088,Bello,2014,481036
Antioquia,5088,Bello,2015,490014
Antioquia,5088,Bello,2016,499621
Antioquia,5088,Bello,2017,510031
Antioquia,5091,Betania,2010,10993
Antioquia,5091,Betania,2011,10902
Antioquia,5091,Betania,2012,10815
Antioquia,5091,Betania,2013,10711
Antioquia,5091,Betania,2014,10632
Antioquia,5091,Betania,2015,10549
Antioquia,5091,Betania,2016,10484
Antioquia,5091,Betania,2017,10377
Antioquia,5093,Betulia,2010,15566
Antioquia,5093,Betulia,2011,15526
Antioquia,5093,Betulia,2012,15491
Antioquia,5093,Betulia,2013,15554
Antioquia,5093,Betulia,2014,15443
Antioquia,5093,Betulia,2015,15427
Antioquia,5093,Betulia,2016,15445
Antioquia,5093,Betulia,2017,15494
Antioquia,5101,Ciudad Bolívar,2010,26722
Antioquia,5101,Ciudad Bolívar,2011,26554
Antioquia,5101,Ciudad Bolívar,2012,26421
Antioquia,5101,Ciudad Bolívar,2013,26297
Antioquia,5101,Ciudad Bolívar,2014,26185
Antioquia,5101,Ciudad Bolívar,2015,26073
Antioquia,5101,Ciudad Bolívar,2016,25996
Antioquia,5101,Ciudad Bolívar,2017,25975
Antioquia,5107,Briceño,2010,8256
Antioquia,5107,Briceño,2011,8212
Antioquia,5107,Briceño,2012,8193
Antioquia,5107,Briceño,2013,8176
Antioquia,5107,Briceño,2014,8135
Antioquia,5107,Briceño,2015,8088
Antioquia,5107,Briceño,2016,8075
Antioquia,5107,Briceño,2017,8053
Antioquia,5113,Buriticá,2010,8766
Antioquia,5113,Buriticá,2011,8811
Antioquia,5113,Buriticá,2012,8895
Antioquia,5113,Buriticá,2013,8952
Antioquia,5113,Buriticá,2014,9034
Antioquia,5113,Buriticá,2015,9102
Antioquia,5113,Buriticá,2016,9157
Antioquia,5113,Buriticá,2017,9212
Antioquia,5120,Cáceres,2010,26363
Antioquia,5120,Cáceres,2011,26678
Antioquia,5120,Cáceres,2012,26952
Antioquia,5120,Cáceres,2013,27193
Antioquia,5120,Cáceres,2014,27503
Antioquia,5120,Cáceres,2015,27811
Antioquia,5120,Cáceres,2016,28134
Antioquia,5120,Cáceres,2017,28551
Antioquia,5125,Caicedo,2010,7915
Antioquia,5125,Caicedo,2011,7956
Antioquia,5125,Caicedo,2012,7994
Antioquia,5125,Caicedo,2013,8047
Antioquia,5125,Caicedo,2014,8100
Antioquia,5125,Caicedo,2015,8168
Antioquia,5125,Caicedo,2016,8185
Antioquia,5125,Caicedo,2017,8220
Antioquia,5129,Caldas,2010,70414
Antioquia,5129,Caldas,2011,71475
Antioquia,5129,Caldas,2012,72507
Antioquia,5129,Caldas,2013,73517
Antioquia,5129,Caldas,2014,74529
Antioquia,5129,Caldas,2015,75622
Antioquia,5129,Caldas,2016,76766
Antioquia,5129,Caldas,2017,78000
Antioquia,5134,Campamento,2010,9471
Antioquia,5134,Campamento,2011,9437
Antioquia,5134,Campamento,2012,9398
Antioquia,5134,Campamento,2013,9370
Antioquia,5134,Campamento,2014,9321
Antioquia,5134,Campamento,2015,9273
Antioquia,5134,Campamento,2016,9250
Antioquia,5134,Campamento,2017,9196
Antioquia,5138,Cañasgordas,2010,16521
Antioquia,5138,Cañasgordas,2011,16364
Antioquia,5138,Cañasgordas,2012,16205
Antioquia,5138,Cañasgordas,2013,16068
Antioquia,5138,Cañasgordas,2014,15909
Antioquia,5138,Cañasgordas,2015,15744
Antioquia,5138,Cañasgordas,2016,15670
Antioquia,5138,Cañasgordas,2017,15566
Antioquia,5142,Caracolí,2010,5015
Antioquia,5142,Caracolí,2011,4935
Antioquia,5142,Caracolí,2012,4901
Antioquia,5142,Caracolí,2013,4852
Antioquia,5142,Caracolí,2014,4776
Antioquia,5142,Caracolí,2015,4763
Antioquia,5142,Caracolí,2016,4736
Antioquia,5142,Caracolí,2017,4539
Antioquia,5145,Caramanta,2010,5500
Antioquia,5145,Caramanta,2011,5410
Antioquia,5145,Caramanta,2012,5304
Antioquia,5145,Caramanta,2013,5209
Antioquia,5145,Caramanta,2014,5127
Antioquia,5145,Caramanta,2015,5012
Antioquia,5145,Caramanta,2016,4952
Antioquia,5145,Caramanta,2017,4789
Antioquia,5147,Carepa,2010,39427
Antioquia,5147,Carepa,2011,40473
Antioquia,5147,Carepa,2012,41450
Antioquia,5147,Carepa,2013,42441
Antioquia,5147,Carepa,2014,43369
Antioquia,5147,Carepa,2015,44404
Antioquia,5147,Carepa,2016,45489
Antioquia,5147,Carepa,2017,46629
Antioquia,5148,El Carmen de Viboral,2010,52215
Antioquia,5148,El Carmen de Viboral,2011,53063
Antioquia,5148,El Carmen de Viboral,2012,53894
Antioquia,5148,El Carmen de Viboral,2013,54657
Antioquia,5148,El Carmen de Viboral,2014,55464
Antioquia,5148,El Carmen de Viboral,2015,56346
Antioquia,5148,El Carmen de Viboral,2016,57208
Antioquia,5148,El Carmen de Viboral,2017,58120
Antioquia,5150,Carolina,2010,3888
Antioquia,5150,Carolina,2011,3905
Antioquia,5150,Carolina,2012,3906
Antioquia,5150,Carolina,2013,3914
Antioquia,5150,Carolina,2014,3930
Antioquia,5150,Carolina,2015,3932
Antioquia,5150,Carolina,2016,3900
Antioquia,5150,Carolina,2017,3888
Antioquia,5154,Caucasia,2010,77825
Antioquia,5154,Caucasia,2011,79274
Antioquia,5154,Caucasia,2012,80719
Antioquia,5154,Caucasia,2013,82081
Antioquia,5154,Caucasia,2014,83472
Antioquia,5154,Caucasia,2015,84926
Antioquia,5154,Caucasia,2016,86492
Antioquia,5154,Caucasia,2017,88188
Antioquia,5172,Chigorodó,2010,49013
Antioquia,5172,Chigorodó,2011,49975
Antioquia,5172,Chigorodó,2012,50949
Antioquia,5172,Chigorodó,2013,51934
Antioquia,5172,Chigorodó,2014,52877
Antioquia,5172,Chigorodó,2015,53865
Antioquia,5172,Chigorodó,2016,54908
Antioquia,5172,Chigorodó,2017,56044
Antioquia,5190,Cisneros,2010,9592
Antioquia,5190,Cisneros,2011,9637
Antioquia,5190,Cisneros,2012,9669
Antioquia,5190,Cisneros,2013,9670
Antioquia,5190,Cisneros,2014,9618
Antioquia,5190,Cisneros,2015,9587
Antioquia,5190,Cisneros,2016,9617
Antioquia,5190,Cisneros,2017,9747
Antioquia,5197,Cocorná,2010,17588
Antioquia,5197,Cocorná,2011,17280
Antioquia,5197,Cocorná,2012,16990
Antioquia,5197,Cocorná,2013,16721
Antioquia,5197,Cocorná,2014,16434
Antioquia,5197,Cocorná,2015,16146
Antioquia,5197,Cocorná,2016,15873
Antioquia,5197,Cocorná,2017,15667
Antioquia,5206,Concepción,2010,5172
Antioquia,5206,Concepción,2011,5122
Antioquia,5206,Concepción,2012,5073
Antioquia,5206,Concepción,2013,4984
Antioquia,5206,Concepción,2014,4919
Antioquia,5206,Concepción,2015,4877
Antioquia,5206,Concepción,2016,4850
Antioquia,5206,Concepción,2017,4833
Antioquia,5209,Concordia,2010,21381
Antioquia,5209,Concordia,2011,21315
Antioquia,5209,Concordia,2012,21260
Antioquia,5209,Concordia,2013,21270
Antioquia,5209,Concordia,2014,21184
Antioquia,5209,Concordia,2015,21129
Antioquia,5209,Concordia,2016,21153
Antioquia,5209,Concordia,2017,21275
Antioquia,5212,Copacabana,2010,68646
Antioquia,5212,Copacabana,2011,69716
Antioquia,5212,Copacabana,2012,70742
Antioquia,5212,Copacabana,2013,71772
Antioquia,5212,Copacabana,2014,72801
Antioquia,5212,Copacabana,2015,73796
Antioquia,5212,Copacabana,2016,74957
Antioquia,5212,Copacabana,2017,76210
Antioquia,5234,Dabeiba,2010,22435
Antioquia,5234,Dabeiba,2011,22494
Antioquia,5234,Dabeiba,2012,22527
Antioquia,5234,Dabeiba,2013,22542
Antioquia,5234,Dabeiba,2014,22570
Antioquia,5234,Dabeiba,2015,22593
Antioquia,5234,Dabeiba,2016,22673
Antioquia,5234,Dabeiba,2017,22836
Antioquia,5237,Donmatías,2010,17080
Antioquia,5237,Donmatías,2011,17292
Antioquia,5237,Donmatías,2012,17479
Antioquia,5237,Donmatías,2013,17656
Antioquia,5237,Donmatías,2014,17916
Antioquia,5237,Donmatías,2015,18084
Antioquia,5237,Donmatías,2016,18332
Antioquia,5237,Donmatías,2017,18533
Antioquia,5240,Ebéjico,2010,12990
Antioquia,5240,Ebéjico,2011,12845
Antioquia,5240,Ebéjico,2012,12716
Antioquia,5240,Ebéjico,2013,12617
Antioquia,5240,Ebéjico,2014,12461
Antioquia,5240,Ebéjico,2015,12308
Antioquia,5240,Ebéjico,2016,12227
Antioquia,5240,Ebéjico,2017,12177
Antioquia,5250,El Bagre,2010,43903
Antioquia,5250,El Bagre,2011,44881
Antioquia,5250,El Bagre,2012,45783
Antioquia,5250,El Bagre,2013,46678
Antioquia,5250,El Bagre,2014,47561
Antioquia,5250,El Bagre,2015,48493
Antioquia,5250,El Bagre,2016,49488
Antioquia,5250,El Bagre,2017,50544
Antioquia,5264,Entrerríos,2010,9773
Antioquia,5264,Entrerríos,2011,9892
Antioquia,5264,Entrerríos,2012,10095
Antioquia,5264,Entrerríos,2013,10276
Antioquia,5264,Entrerríos,2014,10465
Antioquia,5264,Entrerríos,2015,10594
Antioquia,5264,Entrerríos,2016,10830
Antioquia,5264,Entrerríos,2017,10986
Antioquia,5266,Envigado,2010,194733
Antioquia,5266,Envigado,2011,198772
Antioquia,5266,Envigado,2012,202750
Antioquia,5266,Envigado,2013,206658
Antioquia,5266,Envigado,2014,210592
Antioquia,5266,Envigado,2015,214539
Antioquia,5266,Envigado,2016,218805
Antioquia,5266,Envigado,2017,223456
Antioquia,5282,Fredonia,2010,24157
Antioquia,5282,Fredonia,2011,24189
Antioquia,5282,Fredonia,2012,24178
Antioquia,5282,Fredonia,2013,24178
Antioquia,5282,Fredonia,2014,24113
Antioquia,5282,Fredonia,2015,24059
Antioquia,5282,Fredonia,2016,24143
Antioquia,5282,Fredonia,2017,24252
Antioquia,5284,Frontino,2010,21928
Antioquia,5284,Frontino,2011,21756
Antioquia,5284,Frontino,2012,21566
Antioquia,5284,Frontino,2013,21390
Antioquia,5284,Frontino,2014,21147
Antioquia,5284,Frontino,2015,20944
Antioquia,5284,Frontino,2016,20813
Antioquia,5284,Frontino,2017,20820
Antioquia,5306,Giraldo,2010,5140
Antioquia,5306,Giraldo,2011,5219
Antioquia,5306,Giraldo,2012,5273
Antioquia,5306,Giraldo,2013,5305
Antioquia,5306,Giraldo,2014,5326
Antioquia,5306,Giraldo,2015,5349
Antioquia,5306,Giraldo,2016,5396
Antioquia,5306,Giraldo,2017,5460
Antioquia,5308,Girardota,2010,44934
Antioquia,5308,Girardota,2011,45715
Antioquia,5308,Girardota,2012,46481
Antioquia,5308,Girardota,2013,47233
Antioquia,5308,Girardota,2014,47977
Antioquia,5308,Girardota,2015,48759
Antioquia,5308,Girardota,2016,49613
Antioquia,5308,Girardota,2017,50456
Antioquia,5310,Gómez Plata,2010,9649
Antioquia,5310,Gómez Plata,2011,9616
Antioquia,5310,Gómez Plata,2012,9631
Antioquia,5310,Gómez Plata,2013,9606
Antioquia,5310,Gómez Plata,2014,9696
Antioquia,5310,Gómez Plata,2015,9693
Antioquia,5310,Gómez Plata,2016,9662
Antioquia,5310,Gómez Plata,2017,9676
Antioquia,5313,Granada,2010,12356
Antioquia,5313,Granada,2011,12065
Antioquia,5313,Granada,2012,11770
Antioquia,5313,Granada,2013,11497
Antioquia,5313,Granada,2014,11225
Antioquia,5313,Granada,2015,10947
Antioquia,5313,Granada,2016,10654
Antioquia,5313,Granada,2017,10397
Antioquia,5315,Guadalupe,2010,6549
Antioquia,5315,Guadalupe,2011,6523
Antioquia,5315,Guadalupe,2012,6521
Antioquia,5315,Guadalupe,2013,6526
Antioquia,5315,Guadalupe,2014,6480
Antioquia,5315,Guadalupe,2015,6494
Antioquia,5315,Guadalupe,2016,6464
Antioquia,5315,Guadalupe,2017,6496
Antioquia,5318,Guarne,2010,47669
Antioquia,5318,Guarne,2011,48524
Antioquia,5318,Guarne,2012,49356
Antioquia,5318,Guarne,2013,50122
Antioquia,5318,Guarne,2014,50992
Antioquia,5318,Guarne,2015,51910
Antioquia,5318,Guarne,2016,52793
Antioquia,5318,Guarne,2017,53835
Antioquia,5321,Guatapé,2010,7374
Antioquia,5321,Guatapé,2011,7433
Antioquia,5321,Guatapé,2012,7530
Antioquia,5321,Guatapé,2013,7672
Antioquia,5321,Guatapé,2014,7807
Antioquia,5321,Guatapé,2015,7926
Antioquia,5321,Guatapé,2016,8068
Antioquia,5321,Guatapé,2017,8203
Antioquia,5347,Heliconia,2010,6101
Antioquia,5347,Heliconia,2011,5991
Antioquia,5347,Heliconia,2012,5900
Antioquia,5347,Heliconia,2013,5807
Antioquia,5347,Heliconia,2014,5710
Antioquia,5347,Heliconia,2015,5610
Antioquia,5347,Heliconia,2016,5562
Antioquia,5347,Heliconia,2017,5526
Antioquia,5353,Hispania,2010,5359
Antioquia,5353,Hispania,2011,5336
Antioquia,5353,Hispania,2012,5358
Antioquia,5353,Hispania,2013,5373
Antioquia,5353,Hispania,2014,5374
Antioquia,5353,Hispania,2015,5387
Antioquia,5353,Hispania,2016,5418
Antioquia,5353,Hispania,2017,5393
Antioquia,5360,Itagüí,2010,242150
Antioquia,5360,Itagüí,2011,246219
Antioquia,5360,Itagüí,2012,250184
Antioquia,5360,Itagüí,2013,254022
Antioquia,5360,Itagüí,2014,257978
Antioquia,5360,Itagüí,2015,261957
Antioquia,5360,Itagüí,2016,266257
Antioquia,5360,Itagüí,2017,271038
Antioquia,5361,Ituango,2010,26255
Antioquia,5361,Ituango,2011,26337
Antioquia,5361,Ituango,2012,26405
Antioquia,5361,Ituango,2013,26423
Antioquia,5361,Ituango,2014,26433
Antioquia,5361,Ituango,2015,26529
Antioquia,5361,Ituango,2016,26625
Antioquia,5361,Ituango,2017,26786
Antioquia,5364,Jardín,2010,13969
Antioquia,5364,Jardín,2011,14055
Antioquia,5364,Jardín,2012,14106
Antioquia,5364,Jardín,2013,14168
Antioquia,5364,Jardín,2014,14187
Antioquia,5364,Jardín,2015,14287
Antioquia,5364,Jardín,2016,14357
Antioquia,5364,Jardín,2017,14459
Antioquia,5368,Jericó,2010,14018
Antioquia,5368,Jericó,2011,13976
Antioquia,5368,Jericó,2012,13936
Antioquia,5368,Jericó,2013,13859
Antioquia,5368,Jericó,2014,13783
Antioquia,5368,Jericó,2015,13683
Antioquia,5368,Jericó,2016,13697
Antioquia,5368,Jericó,2017,13733
Antioquia,5376,La Ceja,2010,55914
Antioquia,5376,La Ceja,2011,56960
Antioquia,5376,La Ceja,2012,57935
Antioquia,5376,La Ceja,2013,58992
Antioquia,5376,La Ceja,2014,60018
Antioquia,5376,La Ceja,2015,61050
Antioquia,5376,La Ceja,2016,62185
Antioquia,5376,La Ceja,2017,63394
Antioquia,5380,La Estrella,2010,61352
Antioquia,5380,La Estrella,2011,62544
Antioquia,5380,La Estrella,2012,63683
Antioquia,5380,La Estrella,2013,64870
Antioquia,5380,La Estrella,2014,66035
Antioquia,5380,La Estrella,2015,67208
Antioquia,5380,La Estrella,2016,68483
Antioquia,5380,La Estrella,2017,69836
Antioquia,5390,La Pintada,2010,9190
Antioquia,5390,La Pintada,2011,9059
Antioquia,5390,La Pintada,2012,8930
Antioquia,5390,La Pintada,2013,8780
Antioquia,5390,La Pintada,2014,8629
Antioquia,5390,La Pintada,2015,8468
Antioquia,5390,La Pintada,2016,8343
Antioquia,5390,La Pintada,2017,8256
Antioquia,5400,La Unión,2010,19617
Antioquia,5400,La Unión,2011,19810
Antioquia,5400,La Unión,2012,20012
Antioquia,5400,La Unión,2013,20241
Antioquia,5400,La Unión,2014,20405
Antioquia,5400,La Unión,2015,20572
Antioquia,5400,La Unión,2016,20784
Antioquia,5400,La Unión,2017,21075
Antioquia,5411,Liborina,2010,10247
Antioquia,5411,Liborina,2011,10226
Antioquia,5411,Liborina,2012,10166
Antioquia,5411,Liborina,2013,10128
Antioquia,5411,Liborina,2014,10106
Antioquia,5411,Liborina,2015,10093
Antioquia,5411,Liborina,2016,10094
Antioquia,5411,Liborina,2017,10007
Antioquia,5425,Maceo,2010,8451
Antioquia,5425,Maceo,2011,8411
Antioquia,5425,Maceo,2012,8396
Antioquia,5425,Maceo,2013,8372
Antioquia,5425,Maceo,2014,8326
Antioquia,5425,Maceo,2015,8317
Antioquia,5425,Maceo,2016,8277
Antioquia,5425,Maceo,2017,8188
Antioquia,5440,Marinilla,2010,56685
Antioquia,5440,Marinilla,2011,57642
Antioquia,5440,Marinilla,2012,58528
Antioquia,5440,Marinilla,2013,59378
Antioquia,5440,Marinilla,2014,60268
Antioquia,5440,Marinilla,2015,61201
Antioquia,5440,Marinilla,2016,62194
Antioquia,5440,Marinilla,2017,63234
Antioquia,5467,Montebello,2010,7341
Antioquia,5467,Montebello,2011,7246
Antioquia,5467,Montebello,2012,7150
Antioquia,5467,Montebello,2013,7066
Antioquia,5467,Montebello,2014,6981
Antioquia,5467,Montebello,2015,6897
Antioquia,5467,Montebello,2016,6786
Antioquia,5467,Montebello,2017,6779
Antioquia,5475,Murindó,2010,4086
Antioquia,5475,Murindó,2011,4180
Antioquia,5475,Murindó,2012,4293
Antioquia,5475,Murindó,2013,4391
Antioquia,5475,Murindó,2014,4480
Antioquia,5475,Murindó,2015,4589
Antioquia,5475,Murindó,2016,4696
Antioquia,5475,Murindó,2017,4808
Antioquia,5480,Mutatá,2010,12825
Antioquia,5480,Mutatá,2011,12940
Antioquia,5480,Mutatá,2012,13090
Antioquia,5480,Mutatá,2013,13231
Antioquia,5480,Mutatá,2014,13385
Antioquia,5480,Mutatá,2015,13512
Antioquia,5480,Mutatá,2016,13625
Antioquia,5480,Mutatá,2017,13778
Antioquia,5483,Nariño,2010,11611
Antioquia,5483,Nariño,2011,11423
Antioquia,5483,Nariño,2012,11227
Antioquia,5483,Nariño,2013,11038
Antioquia,5483,Nariño,2014,10820
Antioquia,5483,Nariño,2015,10650
Antioquia,5483,Nariño,2016,10501
Antioquia,5483,Nariño,2017,10254
Antioquia,5490,Necoclí,2010,38457
Antioquia,5490,Necoclí,2011,38885
Antioquia,5490,Necoclí,2012,39305
Antioquia,5490,Necoclí,2013,39617
Antioquia,5490,Necoclí,2014,40069
Antioquia,5490,Necoclí,2015,40508
Antioquia,5490,Necoclí,2016,41016
Antioquia,5490,Necoclí,2017,41526
Antioquia,5495,Nechí,2010,22265
Antioquia,5495,Nechí,2011,22669
Antioquia,5495,Nechí,2012,23070
Antioquia,5495,Nechí,2013,23412
Antioquia,5495,Nechí,2014,23822
Antioquia,5495,Nechí,2015,24258
Antioquia,5495,Nechí,2016,24697
Antioquia,5495,Nechí,2017,25165
Antioquia,5501,Olaya,2010,3130
Antioquia,5501,Olaya,2011,3110
Antioquia,5501,Olaya,2012,3097
Antioquia,5501,Olaya,2013,3101
Antioquia,5501,Olaya,2014,3092
Antioquia,5501,Olaya,2015,3093
Antioquia,5501,Olaya,2016,3092
Antioquia,5501,Olaya,2017,3100
Antioquia,5541,Peñol,2010,19377
Antioquia,5541,Peñol,2011,19561
Antioquia,5541,Peñol,2012,19751
Antioquia,5541,Peñol,2013,19842
Antioquia,5541,Peñol,2014,20002
Antioquia,5541,Peñol,2015,20119
Antioquia,5541,Peñol,2016,20351
Antioquia,5541,Peñol,2017,20694
Antioquia,5543,Peque,2010,7833
Antioquia,5543,Peque,2011,7904
Antioquia,5543,Peque,2012,7941
Antioquia,5543,Peque,2013,7940
Antioquia,5543,Peque,2014,7937
Antioquia,5543,Peque,2015,7976
Antioquia,5543,Peque,2016,7991
Antioquia,5543,Peque,2017,8023
Antioquia,5576,Pueblorrico,2010,8804
Antioquia,5576,Pueblorrico,2011,8796
Antioquia,5576,Pueblorrico,2012,8749
Antioquia,5576,Pueblorrico,2013,8723
Antioquia,5576,Pueblorrico,2014,8724
Antioquia,5576,Pueblorrico,2015,8741
Antioquia,5576,Pueblorrico,2016,8739
Antioquia,5576,Pueblorrico,2017,8618
Antioquia,5579,Puerto Berrío,2010,36286
Antioquia,5579,Puerto Berrío,2011,36620
Antioquia,5579,Puerto Berrío,2012,36977
Antioquia,5579,Puerto Berrío,2013,37309
Antioquia,5579,Puerto Berrío,2014,37588
Antioquia,5579,Puerto Berrío,2015,37917
Antioquia,5579,Puerto Berrío,2016,38302
Antioquia,5579,Puerto Berrío,2017,38721
Antioquia,5585,Puerto Nare,2010,14780
Antioquia,5585,Puerto Nare,2011,14696
Antioquia,5585,Puerto Nare,2012,14640
Antioquia,5585,Puerto Nare,2013,14605
Antioquia,5585,Puerto Nare,2014,14501
Antioquia,5585,Puerto Nare,2015,14474
Antioquia,5585,Puerto Nare,2016,14370
Antioquia,5585,Puerto Nare,2017,14389
Antioquia,5591,Puerto Triunfo,2010,15573
Antioquia,5591,Puerto Triunfo,2011,15873
Antioquia,5591,Puerto Triunfo,2012,16134
Antioquia,5591,Puerto Triunfo,2013,16417
Antioquia,5591,Puerto Triunfo,2014,16684
Antioquia,5591,Puerto Triunfo,2015,17005
Antioquia,5591,Puerto Triunfo,2016,17294
Antioquia,5591,Puerto Triunfo,2017,17669
Antioquia,5604,Remedios,2010,26045
Antioquia,5604,Remedios,2011,26325
Antioquia,5604,Remedios,2012,26549
Antioquia,5604,Remedios,2013,26684
Antioquia,5604,Remedios,2014,26918
Antioquia,5604,Remedios,2015,27214
Antioquia,5604,Remedios,2016,27530
Antioquia,5604,Remedios,2017,27869
Antioquia,5607,Retiro,2010,20537
Antioquia,5607,Retiro,2011,20870
Antioquia,5607,Retiro,2012,21168
