municipio,codigo_dane,fecha_año,cantidad
ABEJORRAL,5002,2010,4.0
ABEJORRAL,5002,2011,3.0
ABEJORRAL,5002,2012,8.0
ABEJORRAL,5002,2013,6.0
ABEJORRAL,5002,2014,4.0
ABEJORRAL,5002,2015,5.0
ABEJORRAL,5002,2016,7.0
ABEJORRAL,5002,2017,2.0
ABEJORRAL,5002,2018,5.0
ABEJORRAL,5002,2019,4.0
ABEJORRAL,5002,2020,5.0
ABEJORRAL,5002,2021,2.0
ABREGO,54003,2010,8.0
ABREGO,54003,2011,3.0
ABREGO,54003,2012,6.0
ABREGO,54003,2013,13.0
ABREGO,54003,2014,6.0
ABREGO,54003,2015,2.0
ABREGO,54003,2016,11.0
ABREGO,54003,2017,4.0
ABREGO,54003,2018,9.0
ABREGO,54003,2019,16.0
ABREGO,54003,2020,14.0
ABREGO,54003,2021,18.0
ABRIAQUÍ,5004,2017,1.0
ACACÍAS,50006,2010,30.0
ACACÍAS,50006,2011,31.0
ACACÍAS,50006,2012,23.0
ACACÍAS,50006,2013,20.0
ACACÍAS,50006,2014,14.0
ACACÍAS,50006,2015,22.0
ACACÍAS,50006,2016,25.0
ACACÍAS,50006,2017,26.0
ACACÍAS,50006,2018,12.0
ACACÍAS,50006,2019,15.0
ACACÍAS,50006,2020,20.0
ACACÍAS,50006,2021,17.0
ACANDÍ,27006,2010,2.0
ACANDÍ,27006,2011,2.0
ACANDÍ,27006,2012,6.0
ACANDÍ,27006,2013,3.0
ACANDÍ,27006,2014,8.0
ACANDÍ,27006,2015,6.0
ACANDÍ,27006,2016,12.0
ACANDÍ,27006,2017,13.0
ACANDÍ,27006,2018,12.0
ACANDÍ,27006,2019,5.0
ACANDÍ,27006,2020,6.0
ACANDÍ,27006,2021,6.0
ACEVEDO,41006,2010,12.0
ACEVEDO,41006,2011,6.0
ACEVEDO,41006,2012,14.0
ACEVEDO,41006,2013,14.0
ACEVEDO,41006,2014,11.0
ACEVEDO,41006,2015,12.0
ACEVEDO,41006,2016,16.0
ACEVEDO,41006,2017,13.0
ACEVEDO,41006,2018,8.0
ACEVEDO,41006,2019,17.0
ACEVEDO,41006,2020,19.0
ACEVEDO,41006,2021,12.0
ACHÍ,13006,2010,1.0
ACHÍ,13006,2011,1.0
ACHÍ,13006,2012,3.0
ACHÍ,13006,2013,1.0
ACHÍ,13006,2014,5.0
ACHÍ,13006,2015,2.0
ACHÍ,13006,2016,2.0
ACHÍ,13006,2017,2.0
ACHÍ,13006,2018,2.0
ACHÍ,13006,2019,6.0
ACHÍ,13006,2020,4.0
ACHÍ,13006,2021,1.0
AGRADO,41013,2010,1.0
AGRADO,41013,2012,1.0
AGRADO,41013,2013,1.0
AGRADO,41013,2014,1.0
AGRADO,41013,2016,1.0
AGRADO,41013,2017,2.0
AGRADO,41013,2019,1.0
AGRADO,41013,2020,1.0
AGUA DE DIOS,25001,2010,2.0
AGUA DE DIOS,25001,2011,2.0
AGUA DE DIOS,25001,2012,1.0
AGUA DE DIOS,25001,2013,2.0
AGUA DE DIOS,25001,2014,1.0
AGUA DE DIOS,25001,2015,1.0
AGUA DE DIOS,25001,2017,1.0
AGUA DE DIOS,25001,2018,1.0
AGUA DE DIOS,25001,2019,3.0
AGUA DE DIOS,25001,2020,1.0
AGUA DE DIOS,25001,2021,1.0
AGUACHICA,20011,2010,24.0
AGUACHICA,20011,2011,24.0
AGUACHICA,20011,2012,23.0
AGUACHICA,20011,2013,41.0
AGUACHICA,20011,2014,23.0
AGUACHICA,20011,2015,20.0
AGUACHICA,20011,2016,21.0
AGUACHICA,20011,2017,11.0
AGUACHICA,20011,2018,31.0
AGUACHICA,20011,2019,32.0
AGUACHICA,20011,2020,19.0
AGUACHICA,20011,2021,37.0
AGUADAS,17013,2010,11.0
AGUADAS,17013,2011,11.0
AGUADAS,17013,2012,8.0
AGUADAS,17013,2013,8.0
AGUADAS,17013,2014,7.0
AGUADAS,17013,2015,5.0
AGUADAS,17013,2016,5.0
AGUADAS,17013,2017,5.0
AGUADAS,17013,2018,7.0
AGUADAS,17013,2019,4.0
AGUADAS,17013,2020,8.0
AGUADAS,17013,2021,11.0
AGUAZUL,85010,2010,6.0
AGUAZUL,85010,2011,4.0
AGUAZUL,85010,2012,11.0
AGUAZUL,85010,2013,5.0
AGUAZUL,85010,2014,6.0
AGUAZUL,85010,2015,6.0
AGUAZUL,85010,2016,17.0
AGUAZUL,85010,2017,4.0
AGUAZUL,85010,2018,4.0
AGUAZUL,85010,2019,2.0
AGUAZUL,85010,2020,4.0
AGUAZUL,85010,2021,6.0
AGUSTÍN CODAZZI,20013,2010,21.0
AGUSTÍN CODAZZI,20013,2011,20.0
AGUSTÍN CODAZZI,20013,2012,15.0
AGUSTÍN CODAZZI,20013,2013,24.0
AGUSTÍN CODAZZI,20013,2014,12.0
AGUSTÍN CODAZZI,20013,2015,11.0
AGUSTÍN CODAZZI,20013,2016,7.0
AGUSTÍN CODAZZI,20013,2017,15.0
AGUSTÍN CODAZZI,20013,2018,12.0
AGUSTÍN CODAZZI,20013,2019,7.0
AGUSTÍN CODAZZI,20013,2020,12.0
AGUSTÍN CODAZZI,20013,2021,17.0
AIPE,41016,2010,3.0
AIPE,41016,2011,6.0
AIPE,41016,2012,5.0
AIPE,41016,2013,4.0
AIPE,41016,2014,5.0
AIPE,41016,2015,1.0
AIPE,41016,2016,6.0
AIPE,41016,2017,2.0
AIPE,41016,2018,2.0
AIPE,41016,2019,5.0
AIPE,41016,2020,1.0
AIPE,41016,2021,2.0
ALBANIA,18029,2010,1.0
ALBANIA,18029,2011,3.0
ALBANIA,18029,2012,5.0
ALBANIA,18029,2013,2.0
ALBANIA,18029,2014,2.0
ALBANIA,18029,2015,3.0
ALBANIA,18029,2016,2.0
ALBANIA,18029,2017,1.0
ALBANIA,18029,2019,5.0
ALBANIA,18029,2020,5.0
ALBANIA,18029,2021,6.0
ALBANIA,44035,2010,9.0
ALBANIA,44035,2011,2.0
ALBANIA,44035,2012,2.0
ALBANIA,44035,2013,5.0
ALBANIA,44035,2014,4.0
ALBANIA,44035,2015,7.0
ALBANIA,44035,2016,2.0
ALBANIA,44035,2017,7.0
ALBANIA,44035,2018,4.0
ALBANIA,44035,2019,2.0
ALBANIA,44035,2020,4.0
ALBANIA,44035,2021,3.0
ALBANIA,68020,2012,1.0
ALBANIA,68020,2015,1.0
ALBANIA,68020,2016,2.0
ALBANIA,68020,2017,1.0
ALBANIA,68020,2018,2.0
ALBÁN,25019,2010,1.0
ALBÁN,25019,2011,1.0
ALBÁN,25019,2013,1.0
ALBÁN,25019,2014,2.0
ALBÁN,25019,2017,1.0
ALBÁN,25019,2018,1.0
ALBÁN,25019,2019,1.0
ALBÁN,25019,2020,1.0
ALBÁN,52019,2010,1.0
ALBÁN,52019,2014,4.0
ALBÁN,52019,2015,1.0
ALBÁN,52019,2017,1.0
ALCALÁ,76020,2010,4.0
ALCALÁ,76020,2011,5.0
ALCALÁ,76020,2012,14.0
ALCALÁ,76020,2013,9.0
ALCALÁ,76020,2014,9.0
ALCALÁ,76020,2015,12.0
ALCALÁ,76020,2016,19.0
ALCALÁ,76020,2017,12.0
ALCALÁ,76020,2018,5.0
ALCALÁ,76020,2019,11.0
ALCALÁ,76020,2020,11.0
ALCALÁ,76020,2021,13.0
ALDANA,52022,2010,3.0
ALDANA,52022,2011,1.0
ALDANA,52022,2013,1.0
ALDANA,52022,2014,1.0
ALDANA,52022,2015,1.0
ALDANA,52022,2017,1.0
ALDANA,52022,2018,3.0
ALDANA,52022,2021,2.0
ALEJANDRÍA,5021,2013,1.0
ALEJANDRÍA,5021,2015,1.0
ALEJANDRÍA,5021,2016,1.0
ALEJANDRÍA,5021,2017,2.0
ALEJANDRÍA,5021,2020,1.0
ALGARROBO,47030,2010,1.0
ALGARROBO,47030,2011,3.0
ALGARROBO,47030,2012,3.0
ALGARROBO,47030,2013,4.0
ALGARROBO,47030,2014,1.0
ALGARROBO,47030,2015,2.0
ALGARROBO,47030,2018,2.0
ALGARROBO,47030,2019,2.0
ALGARROBO,47030,2020,3.0
ALGARROBO,47030,2021,1.0
ALGECIRAS,41020,2010,13.0
ALGECIRAS,41020,2011,21.0
ALGECIRAS,41020,2012,5.0
ALGECIRAS,41020,2013,10.0
ALGECIRAS,41020,2014,5.0
ALGECIRAS,41020,2015,7.0
ALGECIRAS,41020,2016,11.0
ALGECIRAS,41020,2017,1.0
ALGECIRAS,41020,2018,6.0
ALGECIRAS,41020,2019,12.0
ALGECIRAS,41020,2020,23.0
ALGECIRAS,41020,2021,24.0
ALMAGUER,19022,2010,6.0
ALMAGUER,19022,2011,1.0
ALMAGUER,19022,2012,9.0
ALMAGUER,19022,2013,7.0
ALMAGUER,19022,2014,4.0
ALMAGUER,19022,2015,2.0
ALMAGUER,19022,2016,1.0
ALMAGUER,19022,2017,6.0
ALMAGUER,19022,2018,10.0
ALMAGUER,19022,2019,4.0
ALMAGUER,19022,2020,5.0
ALMAGUER,19022,2021,2.0
ALMEIDA,15022,2010,1.0
ALMEIDA,15022,2016,1.0
ALPUJARRA,73024,2018,1.0
ALPUJARRA,73024,2020,2.0
ALTAMIRA,41026,2011,1.0
ALTAMIRA,41026,2012,1.0
ALTAMIRA,41026,2014,1.0
ALTAMIRA,41026,2019,3.0
ALTAMIRA,41026,2021,1.0
ALTO BAUDÓ,27025,2011,7.0
ALTO BAUDÓ,27025,2013,1.0
ALTO BAUDÓ,27025,2014,4.0
ALTO BAUDÓ,27025,2015,1.0
ALTO BAUDÓ,27025,2017,3.0
ALTO BAUDÓ,27025,2019,4.0
ALTO BAUDÓ,27025,2020,2.0
ALTO BAUDÓ,27025,2021,1.0
ALTOS DEL ROSARIO,13030,2010,1.0
ALTOS DEL ROSARIO,13030,2011,2.0
ALTOS DEL ROSARIO,13030,2014,1.0
ALTOS DEL ROSARIO,13030,2016,1.0
ALTOS DEL ROSARIO,13030,2017,1.0
ALTOS DEL ROSARIO,13030,2018,1.0
ALTOS DEL ROSARIO,13030,2020,2.0
ALTOS DEL ROSARIO,13030,2021,1.0
ALVARADO,73026,2010,4.0
ALVARADO,73026,2011,5.0
ALVARADO,73026,2012,2.0
ALVARADO,73026,2013,4.0
ALVARADO,73026,2014,3.0
ALVARADO,73026,2016,4.0
ALVARADO,73026,2017,3.0
ALVARADO,73026,2019,1.0
ALVARADO,73026,2020,1.0
AMAGÁ,5030,2010,10.0
AMAGÁ,5030,2011,17.0
AMAGÁ,5030,2012,26.0
AMAGÁ,5030,2013,25.0
AMAGÁ,5030,2014,11.0
AMAGÁ,5030,2015,8.0
AMAGÁ,5030,2016,9.0
AMAGÁ,5030,2017,13.0
AMAGÁ,5030,2018,5.0
AMAGÁ,5030,2019,15.0
AMAGÁ,5030,2020,19.0
AMAGÁ,5030,2021,20.0
AMALFI,5031,2010,6.0
AMALFI,5031,2011,7.0
AMALFI,5031,2012,11.0
AMALFI,5031,2013,11.0
AMALFI,5031,2014,19.0
AMALFI,5031,2015,15.0
AMALFI,5031,2016,7.0
AMALFI,5031,2017,4.0
AMALFI,5031,2018,8.0
AMALFI,5031,2019,15.0
AMALFI,5031,2020,7.0
AMALFI,5031,2021,20.0
AMBALEMA,73030,2010,2.0
AMBALEMA,73030,2011,1.0
AMBALEMA,73030,2012,3.0
AMBALEMA,73030,2013,3.0
AMBALEMA,73030,2014,4.0
AMBALEMA,73030,2015,7.0
AMBALEMA,73030,2016,6.0
AMBALEMA,73030,2017,4.0
AMBALEMA,73030,2018,6.0
AMBALEMA,73030,2019,3.0
AMBALEMA,73030,2021,8.0
ANAPOIMA,25035,2010,1.0
ANAPOIMA,25035,2012,3.0
ANAPOIMA,25035,2013,2.0
ANAPOIMA,25035,2018,1.0
ANAPOIMA,25035,2019,1.0
ANAPOIMA,25035,2021,1.0
ANCUYÁ,52036,2010,2.0
ANCUYÁ,52036,2011,1.0
ANCUYÁ,52036,2012,6.0
ANCUYÁ,52036,2013,1.0
ANCUYÁ,52036,2014,2.0
ANCUYÁ,52036,2016,2.0
ANCUYÁ,52036,2019,3.0
ANCUYÁ,52036,2020,1.0
ANCUYÁ,52036,2021,1.0
ANDALUCÍA,76036,2010,14.0
ANDALUCÍA,76036,2011,12.0
ANDALUCÍA,76036,2012,12.0
ANDALUCÍA,76036,2013,17.0
ANDALUCÍA,76036,2014,8.0
ANDALUCÍA,76036,2015,12.0
ANDALUCÍA,76036,2016,17.0
ANDALUCÍA,76036,2017,15.0
ANDALUCÍA,76036,2018,19.0
ANDALUCÍA,76036,2019,5.0
ANDALUCÍA,76036,2020,12.0
ANDALUCÍA,76036,2021,15.0
ANDES,5034,2010,11.0
ANDES,5034,2011,15.0
ANDES,5034,2012,35.0
ANDES,5034,2013,31.0
ANDES,5034,2014,32.0
ANDES,5034,2015,25.0
ANDES,5034,2016,23.0
ANDES,5034,2017,29.0
ANDES,5034,2018,43.0
ANDES,5034,2019,34.0
ANDES,5034,2020,39.0
ANDES,5034,2021,45.0
ANGELÓPOLIS,5036,2010,1.0
ANGELÓPOLIS,5036,2011,2.0
ANGELÓPOLIS,5036,2012,9.0
ANGELÓPOLIS,5036,2013,7.0
ANGELÓPOLIS,5036,2014,3.0
ANGELÓPOLIS,5036,2015,4.0
ANGELÓPOLIS,5036,2016,5.0
ANGELÓPOLIS,5036,2017,4.0
ANGELÓPOLIS,5036,2018,4.0
ANGELÓPOLIS,5036,2019,1.0
ANGELÓPOLIS,5036,2020,7.0
ANGELÓPOLIS,5036,2021,3.0
ANGOSTURA,5038,2010,1.0
ANGOSTURA,5038,2011,3.0
ANGOSTURA,5038,2012,3.0
ANGOSTURA,5038,2013,1.0
ANGOSTURA,5038,2014,5.0
ANGOSTURA,5038,2015,7.0
ANGOSTURA,5038,2016,6.0
ANGOSTURA,5038,2017,9.0
ANGOSTURA,5038,2018,4.0
ANGOSTURA,5038,2019,8.0
ANGOSTURA,5038,2020,7.0
ANGOSTURA,5038,2021,14.0
ANOLAIMA,25040,2011,4.0
ANOLAIMA,25040,2013,1.0
ANOLAIMA,25040,2015,3.0
ANOLAIMA,25040,2017,1.0
ANOLAIMA,25040,2018,2.0
ANOLAIMA,25040,2021,1.0
ANORÍ,5040,2010,2.0
ANORÍ,5040,2011,5.0
ANORÍ,5040,2012,19.0
ANORÍ,5040,2013,12.0
ANORÍ,5040,2014,19.0
ANORÍ,5040,2015,16.0
ANORÍ,5040,2016,10.0
ANORÍ,5040,2017,8.0
ANORÍ,5040,2018,26.0
ANORÍ,5040,2019,7.0
ANORÍ,5040,2020,18.0
ANORÍ,5040,2021,20.0
ANSERMA,17042,2010,18.0
ANSERMA,17042,2011,17.0
ANSERMA,17042,2012,7.0
ANSERMA,17042,2013,10.0
ANSERMA,17042,2014,13.0
ANSERMA,17042,2015,18.0
ANSERMA,17042,2016,8.0
ANSERMA,17042,2017,7.0
ANSERMA,17042,2018,5.0
ANSERMA,17042,2019,7.0
ANSERMA,17042,2020,4.0
ANSERMA,17042,2021,6.0
ANSERMANUEVO,76041,2010,16.0
ANSERMANUEVO,76041,2011,31.0
ANSERMANUEVO,76041,2012,36.0
ANSERMANUEVO,76041,2013,20.0
ANSERMANUEVO,76041,2014,8.0
ANSERMANUEVO,76041,2015,9.0
ANSERMANUEVO,76041,2016,15.0
ANSERMANUEVO,76041,2017,24.0
ANSERMANUEVO,76041,2018,19.0
ANSERMANUEVO,76041,2019,12.0
ANSERMANUEVO,76041,2020,13.0
ANSERMANUEVO,76041,2021,12.0
ANZA,5044,2010,1.0
ANZA,5044,2011,2.0
ANZA,5044,2013,4.0
ANZA,5044,2015,1.0
ANZA,5044,2016,7.0
ANZA,5044,2017,3.0
ANZA,5044,2018,3.0
ANZA,5044,2019,1.0
ANZA,5044,2020,4.0
ANZA,5044,2021,3.0
ANZOÁTEGUI,73043,2010,9.0
ANZOÁTEGUI,73043,2011,10.0
ANZOÁTEGUI,73043,2012,9.0
ANZOÁTEGUI,73043,2013,7.0
ANZOÁTEGUI,73043,2014,7.0
ANZOÁTEGUI,73043,2015,4.0
ANZOÁTEGUI,73043,2016,6.0
ANZOÁTEGUI,73043,2017,7.0
ANZOÁTEGUI,73043,2018,6.0
ANZOÁTEGUI,73043,2019,6.0
ANZOÁTEGUI,73043,2020,10.0
ANZOÁTEGUI,73043,2021,3.0
APARTADÓ,5045,2010,44.0
APARTADÓ,5045,2011,78.0
APARTADÓ,5045,2012,43.0
APARTADÓ,5045,2013,34.0
APARTADÓ,5045,2014,38.0
APARTADÓ,5045,2015,27.0
APARTADÓ,5045,2016,35.0
APARTADÓ,5045,2017,54.0
APARTADÓ,5045,2018,54.0
APARTADÓ,5045,2019,45.0
APARTADÓ,5045,2020,37.0
APARTADÓ,5045,2021,61.0
APULO,25599,2010,3.0
APULO,25599,2012,1.0
APULO,25599,2013,2.0
APULO,25599,2014,1.0
APULO,25599,2018,1.0
APULO,25599,2020,2.0
APULO,25599,2021,1.0
APÍA,66045,2010,9.0
APÍA,66045,2011,14.0
APÍA,66045,2012,11.0
APÍA,66045,2013,3.0
APÍA,66045,2014,5.0
APÍA,66045,2015,7.0
APÍA,66045,2016,6.0
APÍA,66045,2017,3.0
APÍA,66045,2018,5.0
APÍA,66045,2019,10.0
APÍA,66045,2020,2.0
APÍA,66045,2021,2.0
AQUITANIA,15047,2010,4.0
AQUITANIA,15047,2011,2.0
AQUITANIA,15047,2012,3.0
AQUITANIA,15047,2013,2.0
AQUITANIA,15047,2014,2.0
AQUITANIA,15047,2015,4.0
AQUITANIA,15047,2016,1.0
AQUITANIA,15047,2017,1.0
AQUITANIA,15047,2018,2.0
AQUITANIA,15047,2019,3.0
AQUITANIA,15047,2020,3.0
AQUITANIA,15047,2021,2.0
ARACATACA,47053,2010,7.0
ARACATACA,47053,2011,14.0
ARACATACA,47053,2012,12.0
ARACATACA,47053,2013,5.0
ARACATACA,47053,2014,15.0
ARACATACA,47053,2015,10.0
ARACATACA,47053,2016,13.0
ARACATACA,47053,2017,11.0
ARACATACA,47053,2018,13.0
ARACATACA,47053,2019,7.0
ARACATACA,47053,2020,10.0
ARACATACA,47053,2021,13.0
ARANZAZU,17050,2010,2.0
ARANZAZU,17050,2011,3.0
ARANZAZU,17050,2012,1.0
ARANZAZU,17050,2013,1.0
ARANZAZU,17050,2014,1.0
ARANZAZU,17050,2015,2.0
ARANZAZU,17050,2017,2.0
ARANZAZU,17050,2019,2.0
ARANZAZU,17050,2021,3.0
ARATOCA,68051,2010,1.0
ARAUCA (CT),81001,2010,12.0
ARAUCA (CT),81001,2011,12.0
ARAUCA (CT),81001,2012,5.0
ARAUCA (CT),81001,2013,14.0
ARAUCA (CT),81001,2014,31.0
ARAUCA (CT),81001,2015,13.0
ARAUCA (CT),81001,2016,12.0
ARAUCA (CT),81001,2017,15.0
ARAUCA (CT),81001,2018,27.0
ARAUCA (CT),81001,2019,32.0
ARAUCA (CT),81001,2020,26.0
ARAUCA (CT),81001,2021,59.0
ARAUQUITA,81065,2010,42.0
ARAUQUITA,81065,2011,12.0
ARAUQUITA,81065,2012,34.0
ARAUQUITA,81065,2013,17.0
ARAUQUITA,81065,2014,21.0
ARAUQUITA,81065,2015,13.0
ARAUQUITA,81065,2016,14.0
ARAUQUITA,81065,2017,13.0
ARAUQUITA,81065,2018,32.0
ARAUQUITA,81065,2019,25.0
ARAUQUITA,81065,2020,15.0
ARAUQUITA,81065,2021,31.0
ARBELÁEZ,25053,2010,2.0
ARBELÁEZ,25053,2013,2.0
ARBELÁEZ,25053,2014,2.0
ARBELÁEZ,25053,2015,1.0
ARBELÁEZ,25053,2017,3.0
ARBELÁEZ,25053,2018,1.0
ARBELÁEZ,25053,2020,1.0
ARBELÁEZ,25053,2021,1.0
ARBOLEDA,52051,2011,3.0
ARBOLEDA,52051,2012,3.0
ARBOLEDA,52051,2013,2.0
ARBOLEDA,52051,2014,1.0
ARBOLEDA,52051,2016,1.0
ARBOLEDA,52051,2018,1.0
ARBOLEDA,52051,2020,1.0
ARBOLEDA,52051,2021,2.0
ARBOLEDAS,54051,2012,4.0
ARBOLEDAS,54051,2013,1.0
ARBOLEDAS,54051,2015,1.0
ARBOLEDAS,54051,2016,2.0
ARBOLEDAS,54051,2019,1.0
ARBOLEDAS,54051,2020,2.0
ARBOLEDAS,54051,2021,2.0
ARBOLETES,5051,2010,4.0
ARBOLETES,5051,2011,6.0
ARBOLETES,5051,2012,7.0
ARBOLETES,5051,2013,6.0
ARBOLETES,5051,2014,8.0
ARBOLETES,5051,2015,5.0
ARBOLETES,5051,2016,8.0
ARBOLETES,5051,2017,11.0
ARBOLETES,5051,2018,2.0
ARBOLETES,5051,2019,4.0
ARBOLETES,5051,2020,2.0
ARBOLETES,5051,2021,1.0
ARCABUCO,15051,2012,2.0
ARCABUCO,15051,2019,1.0
ARENAL,13042,2012,4.0
ARENAL,13042,2013,1.0
ARENAL,13042,2014,1.0
ARENAL,13042,2015,1.0
ARENAL,13042,2016,2.0
ARENAL,13042,2017,4.0
ARENAL,13042,2018,1.0
ARENAL,13042,2020,3.0
ARENAL,13042,2021,3.0
ARGELIA,5055,2010,1.0
ARGELIA,5055,2011,1.0
ARGELIA,5055,2012,1.0
ARGELIA,5055,2013,2.0
ARGELIA,5055,2015,2.0
ARGELIA,5055,2016,1.0
ARGELIA,5055,2018,2.0
ARGELIA,5055,2019,4.0
ARGELIA,5055,2020,6.0
ARGELIA,5055,2021,2.0
ARGELIA,19050,2010,34.0
ARGELIA,19050,2011,42.0
ARGELIA,19050,2012,28.0
ARGELIA,19050,2013,11.0
ARGELIA,19050,2014,11.0
ARGELIA,19050,2015,20.0
ARGELIA,19050,2016,33.0
ARGELIA,19050,2017,36.0
ARGELIA,19050,2018,31.0
ARGELIA,19050,2019,45.0
ARGELIA,19050,2020,80.0
ARGELIA,19050,2021,79.0
ARGELIA,76054,2010,9.0
ARGELIA,76054,2011,6.0
ARGELIA,76054,2012,5.0
ARGELIA,76054,2013,4.0
ARGELIA,76054,2014,8.0
ARGELIA,76054,2015,6.0
ARGELIA,76054,2016,1.0
ARGELIA,76054,2017,2.0
ARGELIA,76054,2018,6.0
ARGELIA,76054,2019,1.0
ARGELIA,76054,2020,2.0
ARGELIA,76054,2021,1.0
ARIGUANÍ,47058,2010,7.0
ARIGUANÍ,47058,2011,4.0
ARIGUANÍ,47058,2012,5.0
ARIGUANÍ,47058,2013,11.0
ARIGUANÍ,47058,2014,4.0
ARIGUANÍ,47058,2015,3.0
ARIGUANÍ,47058,2016,6.0
ARIGUANÍ,47058,2017,4.0
ARIGUANÍ,47058,2018,5.0
ARIGUANÍ,47058,2019,9.0
ARIGUANÍ,47058,2020,4.0
ARIGUANÍ,47058,2021,5.0
ARJONA,13052,2010,9.0
ARJONA,13052,2011,9.0
ARJONA,13052,2012,11.0
ARJONA,13052,2013,17.0
ARJONA,13052,2014,11.0
ARJONA,13052,2015,9.0
ARJONA,13052,2016,15.0
ARJONA,13052,2017,18.0
ARJONA,13052,2018,18.0
ARJONA,13052,2019,21.0
ARJONA,13052,2020,17.0
ARJONA,13052,2021,10.0
ARMENIA,5059,2011,1.0
ARMENIA,5059,2012,5.0
ARMENIA,5059,2013,4.0
ARMENIA,5059,2014,1.0
ARMENIA,5059,2015,3.0
ARMENIA,5059,2016,6.0
ARMENIA,5059,2017,3.0
ARMENIA,5059,2018,4.0
ARMENIA,5059,2019,4.0
ARMENIA,5059,2020,1.0
ARMENIA,5059,2021,3.0
ARMENIA (CT),63001,2010,90.0
ARMENIA (CT),63001,2011,102.0
ARMENIA (CT),63001,2012,96.0
ARMENIA (CT),63001,2013,91.0
ARMENIA (CT),63001,2014,92.0
ARMENIA (CT),63001,2015,121.0
ARMENIA (CT),63001,2016,108.0
ARMENIA (CT),63001,2017,86.0
ARMENIA (CT),63001,2018,88.0
ARMENIA (CT),63001,2019,68.0
ARMENIA (CT),63001,2020,82.0
ARMENIA (CT),63001,2021,101.0
ARMERO,73055,2010,6.0
ARMERO,73055,2011,2.0
ARMERO,73055,2012,2.0
ARMERO,73055,2013,8.0
ARMERO,73055,2014,9.0
ARMERO,73055,2015,3.0
ARMERO,73055,2016,2.0
ARMERO,73055,2017,2.0
ARMERO,73055,2018,1.0
ARMERO,73055,2019,3.0
ARMERO,73055,2020,2.0
ARMERO,73055,2021,6.0
ARROYOHONDO,13062,2011,1.0
ARROYOHONDO,13062,2013,1.0
ARROYOHONDO,13062,2015,1.0
ARROYOHONDO,13062,2018,1.0
ARROYOHONDO,13062,2019,1.0
ASTREA,20032,2010,4.0
ASTREA,20032,2011,6.0
ASTREA,20032,2012,2.0
ASTREA,20032,2013,4.0
ASTREA,20032,2014,3.0
ASTREA,20032,2015,2.0
ASTREA,20032,2016,5.0
ASTREA,20032,2017,1.0
ASTREA,20032,2018,2.0
ASTREA,20032,2019,4.0
ASTREA,20032,2020,6.0
ATACO,73067,2010,4.0
ATACO,73067,2011,7.0
ATACO,73067,2012,9.0
ATACO,73067,2013,5.0
ATACO,73067,2014,14.0
ATACO,73067,2015,10.0
ATACO,73067,2016,6.0
ATACO,73067,2017,6.0
ATACO,73067,2018,2.0
ATACO,73067,2019,3.0
ATACO,73067,2020,4.0
ATACO,73067,2021,7.0
ATRATO,27050,2010,2.0
ATRATO,27050,2011,2.0
ATRATO,27050,2012,6.0
ATRATO,27050,2013,3.0
ATRATO,27050,2014,2.0
ATRATO,27050,2015,3.0
ATRATO,27050,2016,8.0
ATRATO,27050,2017,7.0
ATRATO,27050,2018,8.0
ATRATO,27050,2019,6.0
ATRATO,27050,2020,4.0
ATRATO,27050,2021,10.0
AYAPEL,23068,2010,9.0
AYAPEL,23068,2011,36.0
AYAPEL,23068,2012,21.0
AYAPEL,23068,2013,12.0
AYAPEL,23068,2014,18.0
AYAPEL,23068,2015,12.0
AYAPEL,23068,2016,10.0
AYAPEL,23068,2017,8.0
AYAPEL,23068,2018,14.0
AYAPEL,23068,2019,6.0
AYAPEL,23068,2020,4.0
AYAPEL,23068,2021,6.0
BAGADÓ,27073,2010,2.0
BAGADÓ,27073,2011,1.0
BAGADÓ,27073,2012,2.0
BAGADÓ,27073,2013,2.0
BAGADÓ,27073,2015,1.0
BAGADÓ,27073,2016,2.0
BAGADÓ,27073,2017,1.0
BAGADÓ,27073,2018,3.0
BAGADÓ,27073,2019,2.0
BAGADÓ,27073,2020,1.0
BAHÍA SOLANO,27075,2010,2.0
BAHÍA SOLANO,27075,2011,6.0
BAHÍA SOLANO,27075,2012,9.0
BAHÍA SOLANO,27075,2013,5.0
BAHÍA SOLANO,27075,2014,6.0
BAHÍA SOLANO,27075,2015,5.0
BAHÍA SOLANO,27075,2016,7.0
BAHÍA SOLANO,27075,2017,3.0
BAHÍA SOLANO,27075,2018,12.0
BAHÍA SOLANO,27075,2019,9.0
BAHÍA SOLANO,27075,2020,17.0
BAHÍA SOLANO,27075,2021,10.0
BAJO BAUDÓ,27077,2010,1.0
BAJO BAUDÓ,27077,2011,1.0
BAJO BAUDÓ,27077,2012,6.0
BAJO BAUDÓ,27077,2013,7.0
BAJO BAUDÓ,27077,2014,1.0
BAJO BAUDÓ,27077,2015,3.0
BAJO BAUDÓ,27077,2016,4.0
BAJO BAUDÓ,27077,2017,2.0
BAJO BAUDÓ,27077,2018,2.0
BAJO BAUDÓ,27077,2019,4.0
BAJO BAUDÓ,27077,2020,4.0
BAJO BAUDÓ,27077,2021,4.0
BALBOA,19075,2010,17.0
BALBOA,19075,2011,13.0
BALBOA,19075,2012,23.0
BALBOA,19075,2013,9.0
BALBOA,19075,2014,13.0
BALBOA,19075,2015,13.0
BALBOA,19075,2016,18.0
BALBOA,19075,2017,15.0
BALBOA,19075,2018,16.0
BALBOA,19075,2019,18.0
